$ [qin_kol001_seg002_sub002] [2015 - 2048],
$ [qin_kol001_seg002_sub002],
JDAY,Q (M3/S)
3613,0.0543
3614,0.0543
3615,0.0543
3616,0.0527
3617,0.0527
3618,0.0527
3619,0.0527
3620,0.0511
3621,0.0511
3622,0.0511
3623,0.0495
3624,0.0495
3625,0.0495
3626,0.0495
3627,0.0479
3628,0.0479
3629,0.0479
3630,0.0479
3631,0.0463
3632,0.0463
3633,0.0463
3634,0.0463
3635,0.0447
3636,0.0447
3637,0.0447
3638,0.0447
3639,0.0431
3640,0.0431
3641,0.0431
3642,0.0431
3643,0.0431
3644,0.0415
3645,0.0415
3646,0.0415
3647,0.0447
3648,0.0415
3649,0.0399
3650,0.0399
3651,0.0399
3652,0.0399
3653,0.0399
3654,0.0399
3655,0.0383
3656,0.0383
3657,0.0383
3658,0.0383
3659,0.0383
3660,0.0383
3661,0.0367
3662,0.0367
3663,0.0367
3664,0.0367
3665,0.0367
3666,0.0367
3667,0.0367
3668,0.0351
3669,0.0351
3670,0.0351
3671,0.0351
3672,0.0351
3673,0.0351
3674,0.0351
3675,0.0351
3676,0.0351
3677,0.0383
3678,0.0335
3679,0.0383
3680,0.0383
3681,0.134
3682,0.1787
3683,0.1755
3684,0.1771
3685,0.2792
3686,0.351
3687,0.3574
3688,0.3574
3689,0.3798
3690,0.4133
3691,0.4787
3692,0.5632
3693,0.6127
3694,0.6191
3695,0.6382
3696,0.6319
3697,0.6271
3698,0.6335
3699,0.6319
3700,0.6207
3701,0.6111
3702,0.5999
3703,0.5904
3704,0.6319
3705,0.6239
3706,0.6319
3707,0.6718
3708,0.6765
3709,0.6957
3710,0.6973
3711,0.6845
3712,0.6733
3713,0.6877
3714,0.6781
3715,0.667
3716,0.6558
3717,0.6446
3718,0.6351
3719,0.7132
3720,0.7372
3721,0.7308
3722,0.718
3723,0.7196
3724,0.7084
3725,0.7579
3726,0.809
3727,0.8058
3728,0.8489
3729,0.9063
3730,0.9191
3731,0.9829
3732,0.9925
3733,1.0212
3734,1.0531
3735,1.0355
3736,1.0308
3737,1.0659
3738,1.0834
3739,1.0754
3740,1.0675
3741,1.0531
3742,1.1137
3743,1.1472
3744,1.1297
3745,1.1441
3746,1.1377
3747,1.1249
3748,1.1074
3749,1.0882
3750,1.0818
3751,1.0643
3752,1.0451
3753,1.0292
3754,1.077
3755,1.1409
3756,1.1744
3757,1.1552
3758,1.1377
3759,1.1265
3760,1.1137
3761,1.1456
3762,1.1297
3763,1.1409
3764,1.1313
3765,1.1169
3766,1.0994
3767,1.0802
3768,1.0627
3769,1.0451
3770,1.0276
3771,1.01
3772,1.0148
3773,0.9973
3774,0.9813
3775,0.9653
3776,0.9478
3777,0.9334
3778,0.9175
3779,0.9015
3780,0.8872
3781,0.8728
3782,0.8584
3783,0.8441
3784,0.8297
3785,0.817
3786,0.8026
3787,0.7898
3788,0.7771
3789,0.7643
3790,0.7515
3791,0.7388
3792,0.726
3793,0.7148
3794,0.7037
3795,0.6909
3796,0.6797
3797,0.6686
3798,0.6574
3799,0.6478
3800,0.6366
3801,0.6255
3802,0.6159
3803,0.6063
3804,0.5968
3805,0.5856
3806,0.576
3807,0.568
3808,0.5585
3809,0.5489
3810,0.5393
3811,0.5313
3812,0.5234
3813,0.5138
3814,0.5058
3815,0.4978
3816,0.4899
3817,0.4819
3818,0.4739
3819,0.4659
3820,0.4595
3821,0.4516
3822,0.4436
3823,0.4372
3824,0.4292
3825,0.4228
3826,0.4165
3827,0.4101
3828,0.4037
3829,0.3973
3830,0.3909
3831,0.3845
3832,0.3782
3833,0.3718
3834,0.3654
3835,0.3606
3836,0.3542
3837,0.3494
3838,0.3431
3839,0.3383
3840,0.3319
3841,0.3271
3842,0.3223
3843,0.3175
3844,0.3127
3845,0.3064
3846,0.3016
3847,0.2984
3848,0.2936
3849,0.2888
3850,0.284
3851,0.2792
3852,0.2744
3853,0.2713
3854,0.2665
3855,0.2617
3856,0.2585
3857,0.2537
3858,0.2505
3859,0.2473
3860,0.2425
3861,0.2393
3862,0.2361
3863,0.2314
3864,0.2282
3865,0.225
3866,0.2218
3867,0.2186
3868,0.2154
3869,0.2122
3870,0.209
3871,0.2058
3872,0.2026
3873,0.1995
3874,0.1963
3875,0.1931
3876,0.1899
3877,0.1867
3878,0.1851
3879,0.1819
3880,0.1787
3881,0.1771
3882,0.1739
3883,0.1707
3884,0.1691
3885,0.1659
3886,0.1643
3887,0.1612
3888,0.1596
3889,0.1564
3890,0.1548
3891,0.1532
3892,0.15
3893,0.1484
3894,0.1468
3895,0.1436
3896,0.142
3897,0.1404
3898,0.1388
3899,0.1356
3900,0.134
3901,0.1324
3902,0.1308
3903,0.1292
3904,0.1276
3905,0.1245
3906,0.1229
3907,0.1213
3908,0.1197
3909,0.1181
3910,0.1165
3911,0.1149
3912,0.1133
3913,0.1117
3914,0.1101
3915,0.1085
3916,0.1085
3917,0.1069
3918,0.1053
3919,0.1037
3920,0.1021
3921,0.1005
3922,0.0989
3923,0.0989
3924,0.0973
3925,0.0957
3926,0.0941
3927,0.0941
3928,0.0925
3929,0.0909
3930,0.0894
3931,0.0894
3932,0.0878
3933,0.0862
3934,0.0862
3935,0.0846
3936,0.083
3937,0.083
3938,0.0814
3939,0.0798
3940,0.0798
3941,0.0782
3942,0.0782
3943,0.0766
3944,0.0766
3945,0.075
3946,0.0734
3947,0.0734
3948,0.0718
3949,0.0718
3950,0.0702
3951,0.0702
3952,0.0686
3953,0.0686
3954,0.067
3955,0.067
3956,0.0654
3957,0.0654
3958,0.0654
3959,0.0638
3960,0.0638
3961,0.0622
3962,0.0622
3963,0.0606
3964,0.0606
3965,0.0606
3966,0.059
3967,0.059
3968,0.059
3969,0.0574
3970,0.0574
3971,0.0558
3972,0.0558
3973,0.0558
3974,0.0543
3975,0.0543
3976,0.0543
3977,0.0543
3978,0.0527
3979,0.0527
3980,0.0527
3981,0.0511
3982,0.0511
3983,0.0511
3984,0.0495
3985,0.0495
3986,0.0495
3987,0.0495
3988,0.0479
3989,0.0479
3990,0.0479
3991,0.0479
3992,0.0463
3993,0.0463
3994,0.0463
3995,0.0463
3996,0.0447
3997,0.0447
3998,0.0447
3999,0.0447
4000,0.0431
4001,0.0431
4002,0.0431
4003,0.0431
4004,0.0431
4005,0.0415
4006,0.0415
4007,0.0415
4008,0.0415
4009,0.0415
4010,0.0399
4011,0.0399
4012,0.0431
4013,0.0399
4014,0.0399
4015,0.0399
4016,0.0383
4017,0.0383
4018,0.0383
4019,0.0383
4020,0.0383
4021,0.0383
4022,0.0367
4023,0.0367
4024,0.0367
4025,0.0367
4026,0.0367
4027,0.0367
4028,0.0367
4029,0.0351
4030,0.0351
4031,0.0351
4032,0.0351
4033,0.0351
4034,0.0351
4035,0.0351
4036,0.0351
4037,0.0351
4038,0.0335
4039,0.0335
4040,0.0335
4041,0.0335
4042,0.0383
4043,0.0335
4044,0.0383
4045,0.0383
4046,0.134
4047,0.1771
4048,0.1755
4049,0.1771
4050,0.2776
4051,0.3494
4052,0.3574
4053,0.3558
4054,0.3782
4055,0.4133
4056,0.4787
4057,0.5617
4058,0.6111
4059,0.6191
4060,0.6366
4061,0.6319
4062,0.6255
4063,0.6335
4064,0.6303
4065,0.6207
4066,0.6111
4067,0.5999
4068,0.5904
4069,0.6319
4070,0.6239
4071,0.6319
4072,0.6718
4073,0.6765
4074,0.6957
4075,0.6957
4076,0.6845
4077,0.6733
4078,0.6861
4079,0.6781
4080,0.667
4081,0.6558
4082,0.6446
4083,0.6351
4084,0.7132
4085,0.7372
4086,0.7308
4087,0.718
4088,0.7196
4089,0.7069
4090,0.7579
4091,0.809
4092,0.8058
4093,0.8489
4094,0.9063
4095,0.9191
4096,0.9829
4097,0.9925
4098,1.0212
4099,1.0531
4100,1.0355
4101,1.0308
4102,1.0659
4103,1.0834
4104,1.0754
4105,1.0675
4106,1.0531
4107,1.1137
4108,1.1472
4109,1.1297
4110,1.1441
4111,1.1377
4112,1.1249
4113,1.1058
4114,1.0882
4115,1.0818
4116,1.0627
4117,1.0451
4118,1.0276
4119,1.077
4120,1.1409
4121,1.1744
4122,1.1536
4123,1.1361
4124,1.1265
4125,1.1137
4126,1.1456
4127,1.1297
4128,1.1409
4129,1.1313
4130,1.1169
4131,1.0994
4132,1.0802
4133,1.0627
4134,1.0451
4135,1.0276
4136,1.01
4137,1.0148
4138,0.9973
4139,0.9813
4140,0.9637
4141,0.9478
4142,0.9334
4143,0.9175
4144,0.9015
4145,0.8872
4146,0.8728
4147,0.8584
4148,0.8441
4149,0.8297
4150,0.817
4151,0.8026
4152,0.7898
4153,0.7771
4154,0.7643
4155,0.7515
4156,0.7388
4157,0.726
4158,0.7148
4159,0.7037
4160,0.6909
4161,0.6797
4162,0.6686
4163,0.6574
4164,0.6478
4165,0.6366
4166,0.6255
4167,0.6159
4168,0.6063
4169,0.5952
4170,0.5856
4171,0.576
4172,0.568
4173,0.5585
4174,0.5489
4175,0.5393
4176,0.5313
4177,0.5234
4178,0.5138
4179,0.5058
4180,0.4978
4181,0.4899
4182,0.4819
4183,0.4739
4184,0.4659
4185,0.4579
4186,0.4516
4187,0.4436
4188,0.4372
4189,0.4292
4190,0.4228
4191,0.4165
4192,0.4101
4193,0.4037
4194,0.3973
4195,0.3909
4196,0.3845
4197,0.3782
4198,0.3718
4199,0.3654
4200,0.3606
4201,0.3542
4202,0.3494
4203,0.3431
4204,0.3383
4205,0.3319
4206,0.3271
4207,0.3223
4208,0.3175
4209,0.3127
4210,0.3064
4211,0.3016
4212,0.2968
4213,0.2936
4214,0.2888
4215,0.284
4216,0.2792
4217,0.2744
4218,0.2713
4219,0.2665
4220,0.2617
4221,0.2585
4222,0.2537
4223,0.2505
4224,0.2473
4225,0.2425
4226,0.2393
4227,0.2361
4228,0.2314
4229,0.2282
4230,0.225
4231,0.2218
4232,0.2186
4233,0.2154
4234,0.2122
4235,0.209
4236,0.2058
4237,0.2026
4238,0.1995
4239,0.1963
4240,0.1931
4241,0.1899
4242,0.1867
4243,0.1851
4244,0.1819
4245,0.1787
4246,0.1771
4247,0.1739
4248,0.1707
4249,0.1691
4250,0.1659
4251,0.1643
4252,0.1612
4253,0.1596
4254,0.1564
4255,0.1548
4256,0.1532
4257,0.15
4258,0.1484
4259,0.1468
4260,0.1436
4261,0.142
4262,0.1404
4263,0.1372
4264,0.1356
4265,0.134
4266,0.1324
4267,0.1308
4268,0.1292
4269,0.1276
4270,0.1245
4271,0.1229
4272,0.1213
4273,0.1197
4274,0.1181
4275,0.1165
4276,0.1149
4277,0.1133
4278,0.1117
4279,0.1101
4280,0.1085
4281,0.1085
4282,0.1069
4283,0.1053
4284,0.1037
4285,0.1021
4286,0.1005
4287,0.0989
4288,0.0989
4289,0.0973
4290,0.0957
4291,0.0941
4292,0.0941
4293,0.0925
4294,0.0909
4295,0.0894
4296,0.0894
4297,0.0878
4298,0.0862
4299,0.0862
4300,0.0846
4301,0.083
4302,0.083
4303,0.0814
4304,0.0798
4305,0.0798
4306,0.0782
4307,0.0782
4308,0.0766
4309,0.0766
4310,0.075
4311,0.0734
4312,0.0734
4313,0.0718
4314,0.0718
4315,0.0702
4316,0.0702
4317,0.0686
4318,0.0686
4319,0.067
4320,0.067
4321,0.0654
4322,0.0654
4323,0.0654
4324,0.0638
4325,0.0638
4326,0.0622
4327,0.0622
4328,0.0606
4329,0.0606
4330,0.0606
4331,0.059
4332,0.059
4333,0.059
4334,0.0574
4335,0.0574
4336,0.0558
4337,0.0558
4338,0.0558
4339,0.0543
4340,0.0543
4341,0.0543
4342,0.0543
4343,0.0527
4344,0.0527
4345,0.0527
4346,0.0511
4347,0.0511
4348,0.0511
4349,0.0495
4350,0.0495
4351,0.0495
4352,0.0495
4353,0.0479
4354,0.0479
4355,0.0479
4356,0.0479
4357,0.0463
4358,0.0463
4359,0.0463
4360,0.0463
4361,0.0447
4362,0.0447
4363,0.0447
4364,0.0447
4365,0.0431
4366,0.0431
4367,0.0431
4368,0.0431
4369,0.0431
4370,0.0415
4371,0.0415
4372,0.0415
4373,0.0415
4374,0.0415
4375,0.0399
4376,0.0399
4377,0.0431
4378,0.0399
4379,0.0399
4380,0.0399
4381,0.0383
4382,0.0383
4383,0.0383
4384,0.0383
4385,0.0383
4386,0.0383
4387,0.0367
4388,0.0367
4389,0.0367
4390,0.0367
4391,0.0367
4392,0.0367
4393,0.0367
4394,0.0351
4395,0.0351
4396,0.0351
4397,0.0351
4398,0.0351
4399,0.0351
4400,0.0351
4401,0.0351
4402,0.0351
4403,0.0335
4404,0.0335
4405,0.0335
4406,0.0335
4407,0.0383
4408,0.0335
4409,0.0383
4410,0.0383
4411,0.134
4412,0.1771
4413,0.1755
4414,0.1771
4415,0.2776
4416,0.3494
4417,0.3574
4418,0.3558
4419,0.3782
4420,0.4133
4421,0.4787
4422,0.5617
4423,0.6111
4424,0.6191
4425,0.6366
4426,0.6319
4427,0.6255
4428,0.6335
4429,0.6303
4430,0.6207
4431,0.6111
4432,0.5999
4433,0.5904
4434,0.6319
4435,0.6239
4436,0.6319
4437,0.6718
4438,0.6765
4439,0.6957
4440,0.6957
4441,0.6845
4442,0.6733
4443,0.6861
4444,0.6781
4445,0.667
4446,0.6558
4447,0.6446
4448,0.6351
4449,0.7132
4450,0.7372
4451,0.7308
4452,0.718
4453,0.7196
4454,0.7069
4455,0.7579
4456,0.809
4457,0.8058
4458,0.8489
4459,0.9063
4460,0.9191
4461,0.9829
4462,0.9925
4463,1.0212
4464,1.0531
4465,1.0355
4466,1.0308
4467,1.0659
4468,1.0834
4469,1.0754
4470,1.0675
4471,1.0531
4472,1.1137
4473,1.1472
4474,1.1297
4475,1.1441
4476,1.1377
4477,1.1249
4478,1.1058
4479,1.0882
4480,1.0818
4481,1.0627
4482,1.0451
4483,1.0276
4484,1.077
4485,1.1409
4486,1.1744
4487,1.1536
4488,1.1361
4489,1.1265
4490,1.1137
4491,1.1456
4492,1.1297
4493,1.1409
4494,1.1313
4495,1.1169
4496,1.0994
4497,1.0802
4498,1.0627
4499,1.0451
4500,1.0276
4501,1.01
4502,1.0148
4503,0.9973
4504,0.9813
4505,0.9637
4506,0.9478
4507,0.9334
4508,0.9175
4509,0.9015
4510,0.8872
4511,0.8728
4512,0.8584
4513,0.8441
4514,0.8297
4515,0.817
4516,0.8026
4517,0.7898
4518,0.7771
4519,0.7643
4520,0.7515
4521,0.7388
4522,0.726
4523,0.7148
4524,0.7037
4525,0.6909
4526,0.6797
4527,0.6686
4528,0.6574
4529,0.6478
4530,0.6366
4531,0.6255
4532,0.6159
4533,0.6063
4534,0.5952
4535,0.5856
4536,0.576
4537,0.568
4538,0.5585
4539,0.5489
4540,0.5393
4541,0.5313
4542,0.5234
4543,0.5138
4544,0.5058
4545,0.4978
4546,0.4899
4547,0.4819
4548,0.4739
4549,0.4659
4550,0.4579
4551,0.4516
4552,0.4436
4553,0.4372
4554,0.4292
4555,0.4228
4556,0.4165
4557,0.4101
4558,0.4037
4559,0.3973
4560,0.3909
4561,0.3845
4562,0.3782
4563,0.3718
4564,0.3654
4565,0.3606
4566,0.3542
4567,0.3494
4568,0.3431
4569,0.3383
4570,0.3319
4571,0.3271
4572,0.3223
4573,0.3175
4574,0.3127
4575,0.3064
4576,0.3016
4577,0.2968
4578,0.2936
4579,0.2888
4580,0.284
4581,0.2792
4582,0.2744
4583,0.2713
4584,0.2665
4585,0.2617
4586,0.2585
4587,0.2537
4588,0.2505
4589,0.2473
4590,0.2425
4591,0.2393
4592,0.2361
4593,0.2314
4594,0.2282
4595,0.225
4596,0.2218
4597,0.2186
4598,0.2154
4599,0.2122
4600,0.209
4601,0.2058
4602,0.2026
4603,0.1995
4604,0.1963
4605,0.1931
4606,0.1899
4607,0.1867
4608,0.1851
4609,0.1819
4610,0.1787
4611,0.1771
4612,0.1739
4613,0.1707
4614,0.1691
4615,0.1659
4616,0.1643
4617,0.1612
4618,0.1596
4619,0.1564
4620,0.1548
4621,0.1532
4622,0.15
4623,0.1484
4624,0.1468
4625,0.1436
4626,0.142
4627,0.1404
4628,0.1372
4629,0.1356
4630,0.134
4631,0.1324
4632,0.1308
4633,0.1292
4634,0.1276
4635,0.1245
4636,0.1229
4637,0.1213
4638,0.1197
4639,0.1181
4640,0.1165
4641,0.1149
4642,0.1133
4643,0.1117
4644,0.1101
4645,0.1085
4646,0.1085
4647,0.1069
4648,0.1053
4649,0.1037
4650,0.1021
4651,0.1005
4652,0.0989
4653,0.0989
4654,0.0973
4655,0.0957
4656,0.0941
4657,0.0941
4658,0.0925
4659,0.0909
4660,0.0894
4661,0.0894
4662,0.0878
4663,0.0862
4664,0.0862
4665,0.0846
4666,0.083
4667,0.083
4668,0.0814
4669,0.0798
4670,0.0798
4671,0.0782
4672,0.0782
4673,0.0766
4674,0.0766
4675,0.075
4676,0.0734
4677,0.0734
4678,0.0718
4679,0.0718
4680,0.0702
4681,0.0702
4682,0.0686
4683,0.0686
4684,0.067
4685,0.067
4686,0.0654
4687,0.0654
4688,0.0654
4689,0.0638
4690,0.0638
4691,0.0622
4692,0.0622
4693,0.0606
4694,0.0606
4695,0.0606
4696,0.059
4697,0.059
4698,0.059
4699,0.0574
4700,0.0574
4701,0.0558
4702,0.0558
4703,0.0558
4704,0.0543
4705,0.0543
4706,0.0543
4707,0.0543
4708,0.0527
4709,0.0527
4710,0.0527
4711,0.0511
4712,0.0511
4713,0.0511
4714,0.0495
4715,0.0495
4716,0.0495
4717,0.0495
4718,0.0479
4719,0.0479
4720,0.0479
4721,0.0479
4722,0.0463
4723,0.0463
4724,0.0463
4725,0.0463
4726,0.0447
4727,0.0447
4728,0.0447
4729,0.0447
4730,0.0431
4731,0.0431
4732,0.0431
4733,0.0431
4734,0.0431
4735,0.0415
4736,0.0415
4737,0.0415
4738,0.0415
4739,0.0415
4740,0.0399
4741,0.0399
4742,0.0431
4743,0.0399
4744,0.0399
4745,0.0399
4746,0.0383
4747,0.0383
4748,0.0383
4749,0.0383
4750,0.0383
4751,0.0383
4752,0.0367
4753,0.0367
4754,0.0367
4755,0.0367
4756,0.0367
4757,0.0367
4758,0.0367
4759,0.0351
4760,0.0351
4761,0.0351
4762,0.0351
4763,0.0351
4764,0.0351
4765,0.0351
4766,0.0351
4767,0.0351
4768,0.0335
4769,0.0335
4770,0.0335
4771,0.0335
4772,0.0383
4773,0.0335
4774,0.0383
4775,0.0383
4776,0.134
4777,0.1771
4778,0.1755
4779,0.1771
4780,0.276
4781,0.3478
4782,0.3558
4783,0.3542
4784,0.3766
4785,0.4117
4786,0.4771
4787,0.5601
4788,0.6095
4789,0.6175
4790,0.6351
4791,0.6303
4792,0.6239
4793,0.6319
4794,0.6287
4795,0.6191
4796,0.6095
4797,0.5984
4798,0.5888
4799,0.6303
4800,0.6223
4801,0.6303
4802,0.6702
4803,0.6749
4804,0.6941
4805,0.6941
4806,0.6829
4807,0.6718
4808,0.6829
4809,0.8744
4810,0.8616
4811,0.8489
4812,0.8345
4813,0.8201
4814,0.8074
4815,0.8824
4816,0.9047
4817,0.8935
4818,0.8792
4819,0.8776
4820,0.8632
4821,0.9095
4822,0.959
4823,0.9526
4824,0.9941
4825,1.0483
4826,1.0595
4827,1.1201
4828,1.1281
4829,1.1552
4830,1.1839
4831,1.1648
4832,1.1584
4833,1.1887
4834,1.2047
4835,1.1951
4836,1.1855
4837,1.168
4838,1.2286
4839,1.2589
4840,1.2398
4841,1.2526
4842,1.243
4843,1.2302
4844,1.2095
4845,1.1887
4846,1.1807
4847,1.1616
4848,1.1425
4849,1.1233
4850,1.1696
4851,1.2334
4852,1.2637
4853,1.243
4854,1.2238
4855,1.2111
4856,1.1983
4857,1.227
4858,1.2111
4859,1.2206
4860,1.2095
4861,1.1935
4862,1.1744
4863,1.1552
4864,1.1361
4865,1.1169
4866,1.0978
4867,1.0802
4868,1.0818
4869,1.0643
4870,1.0467
4871,1.0292
4872,1.0116
4873,0.9957
4874,0.9781
4875,0.9622
4876,0.9462
4877,0.9302
4878,0.9159
4879,0.8999
4880,0.8856
4881,0.8712
4882,0.8568
4883,0.8425
4884,0.8281
4885,0.8154
4886,0.801
4887,0.7882
4888,0.7755
4889,0.7627
4890,0.7499
4891,0.7372
4892,0.726
4893,0.7132
4894,0.7021
4895,0.6909
4896,0.6781
4897,0.667
4898,0.6574
4899,0.6462
4900,0.6351
4901,0.6255
4902,0.6143
4903,0.6047
4904,0.5952
4905,0.5856
4906,0.576
4907,0.5664
4908,0.5569
4909,0.5473
4910,0.5393
4911,0.5297
4912,0.5218
4913,0.5138
4914,0.5042
4915,0.4962
4916,0.4883
4917,0.4803
4918,0.4723
4919,0.4659
4920,0.4579
4921,0.45
4922,0.4436
4923,0.4356
4924,0.4292
4925,0.4228
4926,0.4149
4927,0.4085
4928,0.4021
4929,0.3957
4930,0.3893
4931,0.3829
4932,0.3766
4933,0.3718
4934,0.3654
4935,0.359
4936,0.3542
4937,0.3478
4938,0.3431
4939,0.3367
4940,0.3319
4941,0.3271
4942,0.3223
4943,0.3159
4944,0.3111
4945,0.3064
4946,0.3016
4947,0.2968
4948,0.292
4949,0.2872
4950,0.284
4951,0.2792
4952,0.2744
4953,0.2697
4954,0.2665
4955,0.2617
4956,0.2585
4957,0.2537
4958,0.2505
4959,0.2457
4960,0.2425
4961,0.2393
4962,0.2346
4963,0.2314
4964,0.2282
4965,0.225
4966,0.2218
4967,0.2186
4968,0.2138
4969,0.2106
4970,0.2074
4971,0.2042
4972,0.2026
4973,0.1995
4974,0.1963
4975,0.1931
4976,0.1899
4977,0.1867
4978,0.1851
4979,0.1819
4980,0.1787
4981,0.1771
4982,0.1739
4983,0.1707
4984,0.1691
4985,0.1659
4986,0.1643
4987,0.1612
4988,0.1596
4989,0.1564
4990,0.1548
4991,0.1532
4992,0.15
4993,0.1484
4994,0.1452
4995,0.1436
4996,0.142
4997,0.1404
4998,0.1372
4999,0.1356
5000,0.134
5001,0.1324
5002,0.1308
5003,0.1292
5004,0.1261
5005,0.1245
5006,0.1229
5007,0.1213
5008,0.1197
5009,0.1181
5010,0.1165
5011,0.1149
5012,0.1133
5013,0.1117
5014,0.1101
5015,0.1085
5016,0.1069
5017,0.1069
5018,0.1053
5019,0.1037
5020,0.1021
5021,0.1005
5022,0.0989
5023,0.0989
5024,0.0973
5025,0.0957
5026,0.0941
5027,0.0925
5028,0.0925
5029,0.0909
5030,0.0894
5031,0.0894
5032,0.0878
5033,0.0862
5034,0.0862
5035,0.0846
5036,0.083
5037,0.083
5038,0.0814
5039,0.0798
5040,0.0798
5041,0.0782
5042,0.0782
5043,0.0766
5044,0.075
5045,0.075
5046,0.0734
5047,0.0734
5048,0.0718
5049,0.0718
5050,0.0702
5051,0.0702
5052,0.0686
5053,0.0686
5054,0.067
5055,0.067
5056,0.0654
5057,0.0654
5058,0.0654
5059,0.0638
5060,0.0638
5061,0.0622
5062,0.0622
5063,0.0606
5064,0.0606
5065,0.0606
5066,0.059
5067,0.059
5068,0.059
5069,0.0574
5070,0.0574
5071,0.0558
5072,0.0558
5073,0.0558
5074,0.0543
5075,0.0543
5076,0.0543
5077,0.0527
5078,0.0527
5079,0.0527
5080,0.0527
5081,0.0511
5082,0.0511
5083,0.0511
5084,0.0495
5085,0.0495
5086,0.0495
5087,0.0495
5088,0.0479
5089,0.0479
5090,0.0479
5091,0.0479
5092,0.0463
5093,0.0463
5094,0.0463
5095,0.0463
5096,0.0447
5097,0.0447
5098,0.0447
5099,0.0447
5100,0.0431
5101,0.0431
5102,0.0431
5103,0.0431
5104,0.0431
5105,0.0415
5106,0.0415
5107,0.0415
5108,0.0447
5109,0.0415
5110,0.0399
5111,0.0399
5112,0.0399
5113,0.0399
5114,0.0399
5115,0.0399
5116,0.0383
5117,0.0383
5118,0.0383
5119,0.0383
5120,0.0383
5121,0.0383
5122,0.0367
5123,0.0367
5124,0.0367
5125,0.0367
5126,0.0367
5127,0.0367
5128,0.0367
5129,0.0351
5130,0.0351
5131,0.0351
5132,0.0351
5133,0.0351
5134,0.0351
5135,0.0351
5136,0.0351
5137,0.0351
5138,0.0383
5139,0.0335
5140,0.0383
5141,0.0383
5142,0.134
5143,0.1787
5144,0.1755
5145,0.1771
5146,0.2792
5147,0.351
5148,0.3574
5149,0.3574
5150,0.3798
5151,0.4133
5152,0.4787
5153,0.5632
5154,0.6127
5155,0.6191
5156,0.6382
5157,0.6319
5158,0.6271
5159,0.6335
5160,0.6319
5161,0.6207
5162,0.6111
5163,0.5999
5164,0.5904
5165,0.6319
5166,0.6239
5167,0.6319
5168,0.6718
5169,0.6765
5170,0.6957
5171,0.6973
5172,0.6845
5173,0.6733
5174,0.6877
5175,0.6781
5176,0.667
5177,0.6558
5178,0.6446
5179,0.6351
5180,0.7132
5181,0.7372
5182,0.7308
5183,0.718
5184,0.7196
5185,0.7084
5186,0.7579
5187,0.809
5188,0.8058
5189,0.8489
5190,0.9063
5191,0.9191
5192,0.9829
5193,0.9925
5194,1.0212
5195,1.0531
5196,1.0355
5197,1.0308
5198,1.0659
5199,1.0834
5200,1.0754
5201,1.0675
5202,1.0531
5203,1.1137
5204,1.1472
5205,1.1297
5206,1.1441
5207,1.1377
5208,1.1249
5209,1.1074
5210,1.0882
5211,1.0818
5212,1.0643
5213,1.0451
5214,1.0292
5215,1.077
5216,1.1409
5217,1.1744
5218,1.1552
5219,1.1377
5220,1.1265
5221,1.1137
5222,1.1456
5223,1.1297
5224,1.1409
5225,1.1313
5226,1.1169
5227,1.0994
5228,1.0802
5229,1.0627
5230,1.0451
5231,1.0276
5232,1.01
5233,1.0148
5234,0.9973
5235,0.9813
5236,0.9653
5237,0.9478
5238,0.9334
5239,0.9175
5240,0.9015
5241,0.8872
5242,0.8728
5243,0.8584
5244,0.8441
5245,0.8297
5246,0.817
5247,0.8026
5248,0.7898
5249,0.7771
5250,0.7643
5251,0.7515
5252,0.7388
5253,0.726
5254,0.7148
5255,0.7037
5256,0.6909
5257,0.6797
5258,0.6686
5259,0.6574
5260,0.6478
5261,0.6366
5262,0.6255
5263,0.6159
5264,0.6063
5265,0.5968
5266,0.5856
5267,0.576
5268,0.568
5269,0.5585
5270,0.5489
5271,0.5393
5272,0.5313
5273,0.5234
5274,0.5138
5275,0.5058
5276,0.4978
5277,0.4899
5278,0.4819
5279,0.4739
5280,0.4659
5281,0.4595
5282,0.4516
5283,0.4436
5284,0.4372
5285,0.4292
5286,0.4228
5287,0.4165
5288,0.4101
5289,0.4037
5290,0.3973
5291,0.3909
5292,0.3845
5293,0.3782
5294,0.3718
5295,0.3654
5296,0.3606
5297,0.3542
5298,0.3494
5299,0.3431
5300,0.3383
5301,0.3319
5302,0.3271
5303,0.3223
5304,0.3175
5305,0.3127
5306,0.3064
5307,0.3016
5308,0.2984
5309,0.2936
5310,0.2888
5311,0.284
5312,0.2792
5313,0.2744
5314,0.2713
5315,0.2665
5316,0.2617
5317,0.2585
5318,0.2537
5319,0.2505
5320,0.2473
5321,0.2425
5322,0.2393
5323,0.2361
5324,0.2314
5325,0.2282
5326,0.225
5327,0.2218
5328,0.2186
5329,0.2154
5330,0.2122
5331,0.209
5332,0.2058
5333,0.2026
5334,0.1995
5335,0.1963
5336,0.1931
5337,0.1899
5338,0.1867
5339,0.1851
5340,0.1819
5341,0.1787
5342,0.1771
5343,0.1739
5344,0.1707
5345,0.1691
5346,0.1659
5347,0.1643
5348,0.1612
5349,0.1596
5350,0.1564
5351,0.1548
5352,0.1532
5353,0.15
5354,0.1484
5355,0.1468
5356,0.1436
5357,0.142
5358,0.1404
5359,0.1388
5360,0.1356
5361,0.134
5362,0.1324
5363,0.1308
5364,0.1292
5365,0.1276
5366,0.1245
5367,0.1229
5368,0.1213
5369,0.1197
