$ [qdt_kol001] [2015 - 2048],
$ [qdt_kol001],
JDAY,Q (M3/S)
5386,0.0053
5387,0.0052
5388,0.0052
5389,0.005
5390,0.0049
5391,0.0048
5392,0.0048
5393,0.0047
5394,0.0046
5395,0.0046
5396,0.0045
5397,0.0043
5398,0.0043
5399,0.0042
5400,0.0041
5401,0.0041
5402,0.004
5403,0.004
5404,0.0039
5405,0.0039
5406,0.0038
5407,0.0036
5408,0.0036
5409,0.0035
5410,0.0035
5411,0.0034
5412,0.0034
5413,0.0033
5414,0.0033
5415,0.0032
5416,0.0032
5417,0.003
5418,0.003
5419,0.003
5420,0.0029
5421,0.0029
5422,0.0028
5423,0.0028
5424,0.0027
5425,0.0027
5426,0.0027
5427,0.0026
5428,0.0026
5429,0.0026
5430,0.0025
5431,0.0025
5432,0.0023
5433,0.0023
5434,0.0023
5435,0.0022
5436,0.0022
5437,0.0022
5438,0.0022
5439,0.0021
5440,0.0021
5441,0.0021
5442,0.002
5443,0.002
5444,0.002
5445,0.0019
5446,0.0019
5447,0.0019
5448,0.0019
5449,0.0018
5450,0.0018
5451,0.0018
5452,0.0018
5453,0.0016
5454,0.0016
5455,0.0016
5456,0.0016
5457,0.0015
5458,0.0015
5459,0.0015
5460,0.0015
5461,0.0014
5462,0.0014
5463,0.0014
5464,0.0014
5465,0.0014
5466,0.0013
5467,0.0013
5468,0.0013
5469,0.0013
5470,0.0013
5471,0.0012
5472,0.0012
5473,0.0012
5474,0.0012
5475,0.0012
5476,0.0012
5477,0.0011
5478,0.0011
5479,0.0011
5480,0.0011
5481,0.0011
5482,0.0011
5483,0.0009
5484,0.0009
5485,0.0009
5486,0.0009
5487,0.0009
5488,0.0009
5489,0.0009
5490,0.0008
5491,0.0008
5492,0.0008
5493,0.0008
5494,0.0008
5495,0.0008
5496,0.0008
5497,0.0008
5498,0.0008
5499,0.0007
5500,0.0007
5501,0.0007
5502,0.0007
5503,0.0007
5504,0.0007
5505,0.0007
5506,0.0008
5507,0.0081
5508,0.0114
5509,0.0111
5510,0.0109
5511,0.0188
5512,0.0242
5513,0.0246
5514,0.0246
5515,0.0263
5516,0.0287
5517,0.0335
5518,0.0396
5519,0.0433
5520,0.0438
5521,0.0451
5522,0.0448
5523,0.0444
5524,0.0449
5525,0.0447
5526,0.044
5527,0.0433
5528,0.0424
5529,0.0417
5530,0.0448
5531,0.0442
5532,0.0448
5533,0.0477
5534,0.0481
5535,0.0495
5536,0.0496
5537,0.0487
5538,0.0478
5539,0.0487
5540,0.0481
5541,0.0472
5542,0.0464
5543,0.0456
5544,0.0449
5545,0.0506
5546,0.0524
5547,0.0519
5548,0.051
5549,0.0511
5550,0.0503
5551,0.0539
5552,0.0577
5553,0.0574
5554,0.0606
5555,0.0648
5556,0.0658
5557,0.0705
5558,0.0712
5559,0.0733
5560,0.0756
5561,0.0743
5562,0.074
5563,0.0766
5564,0.0778
5565,0.0773
5566,0.0767
5567,0.0756
5568,0.0801
5569,0.0825
5570,0.0812
5571,0.0823
5572,0.0818
5573,0.0809
5574,0.0796
5575,0.0782
5576,0.0777
5577,0.0763
5578,0.075
5579,0.0739
5580,0.0774
5581,0.0821
5582,0.0845
5583,0.0831
5584,0.0818
5585,0.081
5586,0.0801
5587,0.0824
5588,0.0812
5589,0.0821
5590,0.0814
5591,0.0803
5592,0.079
5593,0.0776
5594,0.0763
5595,0.075
5596,0.0737
5597,0.0725
5598,0.0728
5599,0.0715
5600,0.0703
5601,0.0691
5602,0.0679
5603,0.0668
5604,0.0657
5605,0.0645
5606,0.0634
5607,0.0624
5608,0.0613
5609,0.0603
5610,0.0592
5611,0.0583
5612,0.0572
5613,0.0563
5614,0.0553
5615,0.0544
5616,0.0535
5617,0.0525
5618,0.0516
5619,0.0508
5620,0.0499
5621,0.049
5622,0.0482
5623,0.0474
5624,0.0465
5625,0.0458
5626,0.045
5627,0.0442
5628,0.0435
5629,0.0428
5630,0.0421
5631,0.0413
5632,0.0406
5633,0.04
5634,0.0393
5635,0.0386
5636,0.0379
5637,0.0373
5638,0.0367
5639,0.036
5640,0.0354
5641,0.0348
5642,0.0342
5643,0.0336
5644,0.0331
5645,0.0325
5646,0.0319
5647,0.0314
5648,0.0308
5649,0.0304
5650,0.0298
5651,0.0293
5652,0.0288
5653,0.0284
5654,0.0279
5655,0.0274
5656,0.027
5657,0.0265
5658,0.026
5659,0.0256
5660,0.0251
5661,0.0247
5662,0.0243
5663,0.0239
5664,0.0234
5665,0.0231
5666,0.0226
5667,0.0223
5668,0.0219
5669,0.0216
5670,0.0212
5671,0.0208
5672,0.0204
5673,0.02
5674,0.0198
5675,0.0195
5676,0.0191
5677,0.0188
5678,0.0184
5679,0.0182
5680,0.0178
5681,0.0175
5682,0.0172
5683,0.0169
5684,0.0166
5685,0.0164
5686,0.0161
5687,0.0158
5688,0.0156
5689,0.0152
5690,0.015
5691,0.0148
5692,0.0145
5693,0.0143
5694,0.0141
5695,0.0138
5696,0.0136
5697,0.0134
5698,0.0131
5699,0.0129
5700,0.0127
5701,0.0124
5702,0.0122
5703,0.012
5704,0.0118
5705,0.0116
5706,0.0114
5707,0.0113
5708,0.011
5709,0.0108
5710,0.0107
5711,0.0104
5712,0.0103
5713,0.0101
5714,0.01
5715,0.0097
5716,0.0096
5717,0.0095
5718,0.0093
5719,0.0091
5720,0.009
5721,0.0088
5722,0.0087
5723,0.0086
5724,0.0084
5725,0.0082
5726,0.0081
5727,0.008
5728,0.0079
5729,0.0077
5730,0.0076
5731,0.0074
5732,0.0073
5733,0.0072
5734,0.007
5735,0.0069
5736,0.0068
5737,0.0067
5738,0.0066
5739,0.0064
5740,0.0063
5741,0.0062
5742,0.0062
5743,0.0061
5744,0.006
5745,0.0059
5746,0.0057
5747,0.0056
5748,0.0055
5749,0.0055
5750,0.0054
5751,0.0053
5752,0.0052
5753,0.0052
5754,0.005
5755,0.0049
5756,0.0048
5757,0.0048
5758,0.0047
5759,0.0046
5760,0.0046
5761,0.0045
5762,0.0043
5763,0.0043
5764,0.0042
5765,0.0041
5766,0.0041
5767,0.004
5768,0.004
5769,0.0039
5770,0.0039
5771,0.0038
5772,0.0036
5773,0.0036
5774,0.0035
5775,0.0035
5776,0.0034
5777,0.0034
5778,0.0033
5779,0.0033
5780,0.0032
5781,0.0032
5782,0.003
5783,0.003
5784,0.003
5785,0.0029
5786,0.0029
5787,0.0028
5788,0.0028
5789,0.0027
5790,0.0027
5791,0.0027
5792,0.0026
5793,0.0026
5794,0.0026
5795,0.0025
5796,0.0025
5797,0.0023
5798,0.0023
5799,0.0023
5800,0.0022
5801,0.0022
5802,0.0022
5803,0.0022
5804,0.0021
5805,0.0021
5806,0.0021
5807,0.002
5808,0.002
5809,0.002
5810,0.0019
5811,0.0019
5812,0.0019
5813,0.0019
5814,0.0018
5815,0.0018
5816,0.0018
5817,0.0018
5818,0.0016
5819,0.0016
5820,0.0016
5821,0.0016
5822,0.0015
5823,0.0015
5824,0.0015
5825,0.0015
5826,0.0014
5827,0.0014
5828,0.0014
5829,0.0014
5830,0.0014
5831,0.0013
5832,0.0013
5833,0.0013
5834,0.0013
5835,0.0013
5836,0.0012
5837,0.0012
5838,0.0012
5839,0.0012
5840,0.0012
5841,0.0012
5842,0.0011
5843,0.0011
5844,0.0011
5845,0.0011
5846,0.0011
5847,0.0011
5848,0.0009
5849,0.0009
5850,0.0009
5851,0.0009
5852,0.0009
5853,0.0009
5854,0.0009
5855,0.0008
5856,0.0008
5857,0.0008
5858,0.0008
5859,0.0008
5860,0.0008
5861,0.0008
5862,0.0008
5863,0.0008
5864,0.0007
5865,0.0007
5866,0.0007
5867,0.0007
5868,0.0007
5869,0.0007
5870,0.0007
5871,0.0008
5872,0.0081
5873,0.0114
5874,0.0111
5875,0.0109
5876,0.0188
5877,0.0242
5878,0.0246
5879,0.0246
5880,0.0263
5881,0.0287
5882,0.0335
5883,0.0396
5884,0.0433
5885,0.0438
5886,0.0451
5887,0.0448
5888,0.0444
5889,0.0449
5890,0.0447
5891,0.044
5892,0.0433
5893,0.0424
5894,0.0417
5895,0.0448
5896,0.0442
5897,0.0448
5898,0.0477
5899,0.0481
5900,0.0495
5901,0.0496
5902,0.0487
5903,0.0478
5904,0.0487
5905,0.0481
5906,0.0472
5907,0.0464
5908,0.0456
5909,0.0449
5910,0.0506
5911,0.0524
5912,0.0519
5913,0.051
5914,0.0511
5915,0.0503
5916,0.0539
5917,0.0577
5918,0.0574
5919,0.0606
5920,0.0648
5921,0.0658
5922,0.0705
5923,0.0712
5924,0.0733
5925,0.0756
5926,0.0743
5927,0.074
5928,0.0766
5929,0.0778
5930,0.0773
5931,0.0767
5932,0.0756
5933,0.0801
5934,0.0825
5935,0.0812
5936,0.0823
5937,0.0818
5938,0.0809
5939,0.0796
5940,0.0782
5941,0.0777
5942,0.0763
5943,0.075
5944,0.0739
5945,0.0774
5946,0.0821
5947,0.0845
5948,0.0831
5949,0.0818
5950,0.081
5951,0.0801
5952,0.0824
5953,0.0812
5954,0.0821
5955,0.0814
5956,0.0803
5957,0.079
5958,0.0776
5959,0.0763
5960,0.075
5961,0.0737
5962,0.0725
5963,0.0728
5964,0.0715
5965,0.0703
5966,0.0691
5967,0.0679
5968,0.0668
5969,0.0657
5970,0.0645
5971,0.0634
5972,0.0624
5973,0.0613
5974,0.0603
5975,0.0592
5976,0.0583
5977,0.0572
5978,0.0563
5979,0.0553
5980,0.0544
5981,0.0535
5982,0.0525
5983,0.0516
5984,0.0508
5985,0.0499
5986,0.049
5987,0.0482
5988,0.0474
5989,0.0465
5990,0.0458
5991,0.045
5992,0.0442
5993,0.0435
5994,0.0428
5995,0.0421
5996,0.0413
5997,0.0406
5998,0.04
5999,0.0393
6000,0.0386
6001,0.0379
6002,0.0373
6003,0.0367
6004,0.036
6005,0.0354
6006,0.0348
6007,0.0342
6008,0.0336
6009,0.0331
6010,0.0325
6011,0.0319
6012,0.0314
6013,0.0308
6014,0.0304
6015,0.0298
6016,0.0293
6017,0.0288
6018,0.0284
6019,0.0279
6020,0.0274
6021,0.027
6022,0.0265
6023,0.026
6024,0.0256
6025,0.0251
6026,0.0247
6027,0.0243
6028,0.0239
6029,0.0234
6030,0.0231
6031,0.0226
6032,0.0223
6033,0.0219
6034,0.0216
6035,0.0212
6036,0.0208
6037,0.0204
6038,0.02
6039,0.0198
6040,0.0195
6041,0.0191
6042,0.0188
6043,0.0184
6044,0.0182
6045,0.0178
6046,0.0175
6047,0.0172
6048,0.0169
6049,0.0166
6050,0.0164
6051,0.0161
6052,0.0158
6053,0.0156
6054,0.0152
6055,0.015
6056,0.0148
6057,0.0145
6058,0.0143
6059,0.0141
6060,0.0138
6061,0.0136
6062,0.0134
6063,0.0131
6064,0.0129
6065,0.0127
6066,0.0124
6067,0.0122
6068,0.012
6069,0.0118
6070,0.0116
6071,0.0114
6072,0.0113
6073,0.011
6074,0.0108
6075,0.0107
6076,0.0104
6077,0.0103
6078,0.0101
6079,0.01
6080,0.0097
6081,0.0096
6082,0.0095
6083,0.0093
6084,0.0091
6085,0.009
6086,0.0088
6087,0.0087
6088,0.0086
6089,0.0084
6090,0.0082
6091,0.0081
6092,0.008
6093,0.0079
6094,0.0077
6095,0.0076
6096,0.0074
6097,0.0073
6098,0.0072
6099,0.007
6100,0.0069
6101,0.0068
6102,0.0067
6103,0.0066
6104,0.0064
6105,0.0063
6106,0.0062
6107,0.0062
6108,0.0061
6109,0.006
6110,0.0059
6111,0.0057
6112,0.0056
6113,0.0055
6114,0.0055
6115,0.0054
6116,0.0053
6117,0.0052
6118,0.0052
6119,0.005
6120,0.0049
6121,0.0048
6122,0.0048
6123,0.0047
6124,0.0046
6125,0.0046
6126,0.0045
6127,0.0043
6128,0.0043
6129,0.0042
6130,0.0041
6131,0.0041
6132,0.004
6133,0.004
6134,0.0039
6135,0.0039
6136,0.0038
6137,0.0036
6138,0.0036
6139,0.0035
6140,0.0035
6141,0.0034
6142,0.0034
6143,0.0033
6144,0.0033
6145,0.0032
6146,0.0032
6147,0.003
6148,0.003
6149,0.003
6150,0.0029
6151,0.0029
6152,0.0028
6153,0.0028
6154,0.0027
6155,0.0027
6156,0.0027
6157,0.0026
6158,0.0026
6159,0.0026
6160,0.0025
6161,0.0025
6162,0.0023
6163,0.0023
6164,0.0023
6165,0.0022
6166,0.0022
6167,0.0022
6168,0.0022
6169,0.0021
6170,0.0021
6171,0.0021
6172,0.002
6173,0.002
6174,0.002
6175,0.0019
6176,0.0019
6177,0.0019
6178,0.0019
6179,0.0018
6180,0.0018
6181,0.0018
6182,0.0018
6183,0.0016
6184,0.0016
6185,0.0016
6186,0.0016
6187,0.0015
6188,0.0015
6189,0.0015
6190,0.0015
6191,0.0014
6192,0.0014
6193,0.0014
6194,0.0014
6195,0.0014
6196,0.0013
6197,0.0013
6198,0.0013
6199,0.0013
6200,0.0013
6201,0.0012
6202,0.0012
6203,0.0012
6204,0.0012
6205,0.0012
6206,0.0012
6207,0.0011
6208,0.0011
6209,0.0011
6210,0.0011
6211,0.0011
6212,0.0011
6213,0.0009
6214,0.0009
6215,0.0009
6216,0.0009
6217,0.0009
6218,0.0009
6219,0.0009
6220,0.0008
6221,0.0008
6222,0.0008
6223,0.0008
6224,0.0008
6225,0.0008
6226,0.0008
6227,0.0008
6228,0.0008
6229,0.0007
6230,0.0007
6231,0.0007
6232,0.0007
6233,0.0007
6234,0.0007
6235,0.0007
6236,0.0008
6237,0.0081
6238,0.0114
6239,0.0111
6240,0.0109
6241,0.0188
6242,0.0242
6243,0.0246
6244,0.0246
6245,0.0263
6246,0.0287
6247,0.0335
6248,0.0396
6249,0.0433
6250,0.0438
6251,0.0451
6252,0.0448
6253,0.0444
6254,0.0449
6255,0.0447
6256,0.044
6257,0.0433
6258,0.0424
6259,0.0417
6260,0.0448
6261,0.0442
6262,0.0448
6263,0.0477
6264,0.0481
6265,0.0495
6266,0.0496
6267,0.0487
6268,0.0478
6269,0.0487
6270,0.0625
6271,0.0617
6272,0.0606
6273,0.0596
6274,0.0585
6275,0.0576
6276,0.0631
6277,0.0647
6278,0.0639
6279,0.0628
6280,0.0627
6281,0.0617
6282,0.0651
6283,0.0687
6284,0.0682
6285,0.0713
6286,0.0753
6287,0.0761
6288,0.0805
6289,0.0811
6290,0.0831
6291,0.0852
6292,0.0838
6293,0.0834
6294,0.0857
6295,0.0869
6296,0.0861
6297,0.0853
6298,0.0841
6299,0.0885
6300,0.0907
6301,0.0895
6302,0.0903
6303,0.0896
6304,0.0886
6305,0.0871
6306,0.0856
6307,0.085
6308,0.0836
6309,0.0822
6310,0.0808
6311,0.0843
6312,0.0889
6313,0.0911
6314,0.0896
6315,0.0882
6316,0.0873
6317,0.0863
6318,0.0884
6319,0.0872
6320,0.0879
6321,0.0871
6322,0.0859
6323,0.0845
6324,0.0831
6325,0.0817
6326,0.0803
6327,0.0789
6328,0.0776
6329,0.0777
6330,0.0764
6331,0.0751
6332,0.0739
6333,0.0726
6334,0.0714
6335,0.0701
6336,0.0689
6337,0.0678
6338,0.0666
6339,0.0655
6340,0.0644
6341,0.0633
6342,0.0623
6343,0.0612
6344,0.0601
6345,0.0591
6346,0.0581
6347,0.0571
6348,0.0562
6349,0.0552
6350,0.0543
6351,0.0533
6352,0.0524
6353,0.0516
6354,0.0506
6355,0.0498
6356,0.049
6357,0.0481
6358,0.0472
6359,0.0465
6360,0.0457
6361,0.0449
6362,0.0442
6363,0.0434
6364,0.0427
6365,0.042
6366,0.0413
6367,0.0406
6368,0.0399
6369,0.0392
6370,0.0385
6371,0.0379
6372,0.0372
6373,0.0366
6374,0.036
6375,0.0353
6376,0.0347
6377,0.0341
6378,0.0335
6379,0.0329
6380,0.0325
6381,0.0319
6382,0.0313
6383,0.0308
6384,0.0302
6385,0.0298
6386,0.0293
6387,0.0287
6388,0.0283
6389,0.0278
6390,0.0273
6391,0.0268
6392,0.0264
6393,0.0259
6394,0.0256
6395,0.0251
6396,0.0246
6397,0.0243
6398,0.0238
6399,0.0234
6400,0.023
6401,0.0226
6402,0.0223
6403,0.0219
6404,0.0215
6405,0.0211
6406,0.0208
6407,0.0204
6408,0.02
6409,0.0197
6410,0.0193
6411,0.0191
6412,0.0188
6413,0.0184
6414,0.0181
6415,0.0178
6416,0.0175
6417,0.0172
6418,0.0169
6419,0.0166
6420,0.0163
6421,0.0161
6422,0.0158
6423,0.0155
6424,0.0152
6425,0.015
6426,0.0148
6427,0.0145
6428,0.0143
6429,0.014
6430,0.0137
6431,0.0135
6432,0.0132
6433,0.0131
6434,0.0129
6435,0.0127
6436,0.0124
6437,0.0122
6438,0.012
6439,0.0118
6440,0.0116
6441,0.0114
6442,0.0113
6443,0.011
6444,0.0108
6445,0.0107
6446,0.0104
6447,0.0103
6448,0.0101
6449,0.01
6450,0.0097
6451,0.0096
6452,0.0095
6453,0.0093
6454,0.0091
6455,0.0089
6456,0.0088
6457,0.0087
6458,0.0086
6459,0.0083
6460,0.0082
6461,0.0081
6462,0.008
6463,0.0079
6464,0.0077
6465,0.0075
6466,0.0074
6467,0.0073
6468,0.0072
6469,0.007
6470,0.0069
6471,0.0068
6472,0.0067
6473,0.0066
6474,0.0064
6475,0.0063
6476,0.0062
6477,0.0061
6478,0.0061
6479,0.006
6480,0.0059
6481,0.0057
6482,0.0056
6483,0.0055
6484,0.0055
6485,0.0054
6486,0.0053
6487,0.0052
6488,0.005
6489,0.005
6490,0.0049
6491,0.0048
6492,0.0048
6493,0.0047
6494,0.0046
6495,0.0046
6496,0.0045
6497,0.0043
6498,0.0043
6499,0.0042
6500,0.0041
6501,0.0041
6502,0.004
6503,0.004
6504,0.0039
6505,0.0038
6506,0.0038
6507,0.0036
6508,0.0036
6509,0.0035
6510,0.0035
6511,0.0034
6512,0.0034
6513,0.0033
6514,0.0033
6515,0.0032
6516,0.0032
6517,0.003
6518,0.003
6519,0.003
6520,0.0029
6521,0.0029
6522,0.0028
6523,0.0028
6524,0.0027
6525,0.0027
6526,0.0027
6527,0.0026
6528,0.0026
6529,0.0026
6530,0.0025
6531,0.0025
6532,0.0023
6533,0.0023
6534,0.0023
6535,0.0022
6536,0.0022
6537,0.0022
6538,0.0021
6539,0.0021
6540,0.0021
6541,0.0021
6542,0.002
6543,0.002
6544,0.002
6545,0.0019
6546,0.0019
6547,0.0019
6548,0.0019
6549,0.0018
6550,0.0018
6551,0.0018
6552,0.0018
6553,0.0016
6554,0.0016
6555,0.0016
6556,0.0016
6557,0.0015
6558,0.0015
6559,0.0015
6560,0.0015
6561,0.0014
6562,0.0014
6563,0.0014
6564,0.0014
6565,0.0014
6566,0.0013
6567,0.0013
6568,0.0013
6569,0.0013
6570,0.0013
6571,0.0012
6572,0.0012
6573,0.0012
6574,0.0012
6575,0.0012
6576,0.0012
6577,0.0011
6578,0.0011
6579,0.0011
6580,0.0011
6581,0.0011
6582,0.0011
6583,0.0009
6584,0.0009
6585,0.0009
6586,0.0009
6587,0.0009
6588,0.0009
6589,0.0009
6590,0.0008
6591,0.0008
6592,0.0008
6593,0.0008
6594,0.0008
6595,0.0008
6596,0.0008
6597,0.0008
6598,0.0008
6599,0.0007
6600,0.0007
6601,0.0007
6602,0.0008
6603,0.0081
6604,0.0114
6605,0.0111
6606,0.011
6607,0.0189
6608,0.0242
6609,0.0246
6610,0.0246
6611,0.0263
6612,0.0288
6613,0.0335
6614,0.0397
6615,0.0434
6616,0.044
6617,0.0453
6618,0.0448
6619,0.0444
6620,0.045
6621,0.0448
6622,0.044
6623,0.0433
6624,0.0426
6625,0.0417
6626,0.0448
6627,0.0442
6628,0.0448
6629,0.0477
6630,0.0481
6631,0.0495
6632,0.0496
6633,0.0488
6634,0.048
6635,0.0488
6636,0.0481
6637,0.0472
6638,0.0464
6639,0.0457
6640,0.0449
6641,0.0506
6642,0.0525
6643,0.0519
6644,0.0511
6645,0.0511
6646,0.0503
6647,0.0539
6648,0.0577
6649,0.0574
6650,0.0606
6651,0.0648
6652,0.0658
6653,0.0705
6654,0.0712
6655,0.0733
6656,0.0756
6657,0.0743
6658,0.074
6659,0.0766
6660,0.0778
6661,0.0773
6662,0.0767
6663,0.0756
6664,0.0801
6665,0.0825
6666,0.0812
6667,0.0823
6668,0.0818
6669,0.0809
6670,0.0796
6671,0.0782
6672,0.0777
6673,0.0764
6674,0.075
6675,0.0739
6676,0.0774
6677,0.0821
6678,0.0845
6679,0.0831
6680,0.0818
6681,0.081
6682,0.0801
6683,0.0824
6684,0.0812
6685,0.0821
6686,0.0814
6687,0.0803
6688,0.079
6689,0.0776
6690,0.0763
6691,0.075
6692,0.0737
6693,0.0725
6694,0.0728
6695,0.0715
6696,0.0703
6697,0.0692
6698,0.068
6699,0.0668
6700,0.0657
6701,0.0645
6702,0.0634
6703,0.0624
6704,0.0613
6705,0.0603
6706,0.0592
6707,0.0583
6708,0.0572
6709,0.0563
6710,0.0553
6711,0.0544
6712,0.0535
6713,0.0525
6714,0.0516
6715,0.0508
6716,0.0499
6717,0.049
6718,0.0482
6719,0.0474
6720,0.0465
6721,0.0458
6722,0.045
6723,0.0443
6724,0.0435
6725,0.0428
6726,0.0421
6727,0.0413
6728,0.0406
6729,0.04
6730,0.0393
6731,0.0386
6732,0.038
6733,0.0373
6734,0.0367
6735,0.036
6736,0.0354
6737,0.0348
6738,0.0342
6739,0.0336
6740,0.0331
6741,0.0325
6742,0.032
6743,0.0314
6744,0.0308
6745,0.0304
6746,0.0298
6747,0.0293
6748,0.0288
6749,0.0284
6750,0.0279
6751,0.0274
6752,0.027
6753,0.0265
6754,0.026
6755,0.0256
6756,0.0251
6757,0.0247
6758,0.0243
6759,0.0239
6760,0.0234
6761,0.0231
6762,0.0226
6763,0.0223
6764,0.0219
6765,0.0216
6766,0.0212
6767,0.0208
6768,0.0204
6769,0.0202
6770,0.0198
6771,0.0195
6772,0.0191
6773,0.0188
6774,0.0184
6775,0.0182
6776,0.0178
6777,0.0175
6778,0.0172
6779,0.0169
6780,0.0166
6781,0.0164
6782,0.0161
6783,0.0158
6784,0.0156
6785,0.0152
6786,0.015
6787,0.0148
6788,0.0145
6789,0.0143
6790,0.0141
6791,0.0138
6792,0.0136
6793,0.0134
6794,0.0131
6795,0.0129
6796,0.0127
6797,0.0124
6798,0.0122
6799,0.012
6800,0.0118
6801,0.0116
6802,0.0114
6803,0.0113
6804,0.011
6805,0.0108
6806,0.0107
6807,0.0104
6808,0.0103
6809,0.0101
6810,0.01
6811,0.0097
6812,0.0096
6813,0.0095
6814,0.0093
6815,0.0091
6816,0.009
6817,0.0088
6818,0.0087
6819,0.0086
6820,0.0084
6821,0.0082
6822,0.0081
6823,0.008
6824,0.0079
6825,0.0077
6826,0.0076
6827,0.0074
6828,0.0073
6829,0.0072
6830,0.007
6831,0.0069
6832,0.0068
6833,0.0067
6834,0.0066
6835,0.0064
6836,0.0063
6837,0.0062
6838,0.0062
6839,0.0061
6840,0.006
6841,0.0059
6842,0.0057
6843,0.0056
6844,0.0055
6845,0.0055
6846,0.0054
6847,0.0053
6848,0.0052
6849,0.0052
6850,0.005
6851,0.0049
6852,0.0048
6853,0.0048
6854,0.0047
6855,0.0046
6856,0.0046
6857,0.0045
6858,0.0043
6859,0.0043
6860,0.0042
6861,0.0041
6862,0.0041
6863,0.004
6864,0.004
6865,0.0039
6866,0.0039
6867,0.0038
6868,0.0036
6869,0.0036
6870,0.0035
6871,0.0035
6872,0.0034
6873,0.0034
6874,0.0033
6875,0.0033
6876,0.0032
6877,0.0032
6878,0.003
6879,0.003
6880,0.003
6881,0.0029
6882,0.0029
6883,0.0028
6884,0.0028
6885,0.0027
6886,0.0027
6887,0.0027
6888,0.0026
6889,0.0026
6890,0.0026
6891,0.0025
6892,0.0025
6893,0.0023
6894,0.0023
6895,0.0023
6896,0.0022
6897,0.0022
6898,0.0022
6899,0.0022
6900,0.0021
6901,0.0021
6902,0.0021
6903,0.002
6904,0.002
6905,0.002
6906,0.0019
6907,0.0019
6908,0.0019
6909,0.0019
6910,0.0018
6911,0.0018
6912,0.0018
6913,0.0018
6914,0.0016
6915,0.0016
6916,0.0016
6917,0.0016
6918,0.0015
6919,0.0015
6920,0.0015
6921,0.0015
6922,0.0014
6923,0.0014
6924,0.0014
6925,0.0014
6926,0.0014
6927,0.0013
6928,0.0013
6929,0.0013
6930,0.0013
6931,0.0013
6932,0.0012
6933,0.0012
6934,0.0012
6935,0.0012
6936,0.0012
6937,0.0012
6938,0.0011
6939,0.0011
6940,0.0011
6941,0.0011
6942,0.0011
6943,0.0011
6944,0.0009
6945,0.0009
6946,0.0009
6947,0.0009
6948,0.0009
6949,0.0009
6950,0.0009
6951,0.0008
6952,0.0008
6953,0.0008
6954,0.0008
6955,0.0008
6956,0.0008
6957,0.0008
6958,0.0008
6959,0.0008
6960,0.0007
6961,0.0007
6962,0.0007
6963,0.0007
6964,0.0007
6965,0.0007
6966,0.0007
6967,0.0008
6968,0.0081
6969,0.0114
6970,0.0111
6971,0.0109
6972,0.0188
6973,0.0242
6974,0.0246
6975,0.0246
6976,0.0263
6977,0.0287
6978,0.0335
6979,0.0396
6980,0.0433
6981,0.0438
6982,0.0451
6983,0.0448
6984,0.0444
6985,0.0449
6986,0.0447
6987,0.044
6988,0.0433
6989,0.0424
6990,0.0417
6991,0.0448
6992,0.0442
6993,0.0448
6994,0.0477
6995,0.0481
6996,0.0495
6997,0.0496
6998,0.0487
6999,0.0478
7000,0.0487
7001,0.0481
7002,0.0472
7003,0.0464
7004,0.0456
7005,0.0449
7006,0.0506
7007,0.0524
7008,0.0519
7009,0.051
7010,0.0511
7011,0.0503
7012,0.0539
7013,0.0577
7014,0.0574
7015,0.0606
7016,0.0648
7017,0.0658
7018,0.0705
7019,0.0712
7020,0.0733
7021,0.0756
7022,0.0743
7023,0.074
7024,0.0766
7025,0.0778
7026,0.0773
7027,0.0767
7028,0.0756
7029,0.0801
7030,0.0825
7031,0.0812
7032,0.0823
7033,0.0818
7034,0.0809
7035,0.0796
7036,0.0782
7037,0.0777
7038,0.0763
7039,0.075
7040,0.0739
7041,0.0774
7042,0.0821
7043,0.0845
7044,0.0831
7045,0.0818
7046,0.081
7047,0.0801
7048,0.0824
7049,0.0812
7050,0.0821
7051,0.0814
7052,0.0803
7053,0.079
7054,0.0776
7055,0.0763
7056,0.075
7057,0.0737
7058,0.0725
7059,0.0728
7060,0.0715
7061,0.0703
7062,0.0691
7063,0.0679
7064,0.0668
7065,0.0657
7066,0.0645
7067,0.0634
7068,0.0624
7069,0.0613
7070,0.0603
7071,0.0592
7072,0.0583
7073,0.0572
7074,0.0563
7075,0.0553
7076,0.0544
7077,0.0535
7078,0.0525
7079,0.0516
7080,0.0508
7081,0.0499
7082,0.049
7083,0.0482
7084,0.0474
7085,0.0465
7086,0.0458
7087,0.045
7088,0.0442
7089,0.0435
7090,0.0428
7091,0.0421
7092,0.0413
7093,0.0406
7094,0.04
7095,0.0393
7096,0.0386
7097,0.0379
7098,0.0373
7099,0.0367
7100,0.036
7101,0.0354
7102,0.0348
7103,0.0342
7104,0.0336
7105,0.0331
7106,0.0325
7107,0.0319
7108,0.0314
7109,0.0308
7110,0.0304
7111,0.0298
7112,0.0293
7113,0.0288
7114,0.0284
7115,0.0279
7116,0.0274
7117,0.027
7118,0.0265
7119,0.026
7120,0.0256
7121,0.0251
7122,0.0247
7123,0.0243
7124,0.0239
7125,0.0234
7126,0.0231
7127,0.0226
7128,0.0223
7129,0.0219
7130,0.0216
7131,0.0212
7132,0.0208
7133,0.0204
7134,0.02
7135,0.0198
7136,0.0195
7137,0.0191
7138,0.0188
7139,0.0184
7140,0.0182
7141,0.0178
7142,0.0175
7143,0.0172
7144,0.0169
7145,0.0166
7146,0.0164
7147,0.0161
